,index,success,trial_type,time_elapsed,internal_node_id,view_history,rt,questions,responses,correct,name,reverse_coded,question_id,revealed_states,state_rewards,trial_id,block,trial_index,score,simulation_mode,rewards,path,actions,action_times,queries,displayed_time,trial_time,pid,button_pressed,run,stimulus,open_ended
248,17,,survey-multi-choice,295065.0,0.0-3.0,,86126.0,,Severe,,LSAS_A,,leb.4,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
249,17,,survey-multi-choice,295065.0,0.0-3.0,,86126.0,,Moderate,,LSAS_A,,leb.13,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
250,17,,survey-multi-choice,295065.0,0.0-3.0,,86126.0,,Mild,,LSAS_A,,leb.14,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
251,17,,survey-multi-choice,295065.0,0.0-3.0,,86126.0,,Moderate,,LSAS_A,,leb.15,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
252,17,,survey-multi-choice,295065.0,0.0-3.0,,86126.0,,Mild,,LSAS_A,,leb.19,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
253,17,,survey-multi-choice,295065.0,0.0-3.0,,86126.0,,Mild,,LSAS_A,,leb.21,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
254,17,,survey-multi-choice,295065.0,0.0-3.0,,86126.0,,Moderate,,LSAS_A,,leb.22,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
255,17,,survey-multi-choice,295065.0,0.0-3.0,,86126.0,,Severe,,LSAS_A,,leb.23,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
256,17,,survey-multi-choice,295065.0,0.0-3.0,,86126.0,,None,,LSAS_A,,leb.24,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
257,18,,survey-multi-choice,373629.0,0.0-4.0,,77492.0,,Often,,LSAS_B,,leb.27,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
258,18,,survey-multi-choice,373629.0,0.0-4.0,,77492.0,,Occasionally,,LSAS_B,,leb.29,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
259,18,,survey-multi-choice,373629.0,0.0-4.0,,77492.0,,Occasionally,,LSAS_B,,leb.30,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
260,18,,survey-multi-choice,373629.0,0.0-4.0,,77492.0,,Usually,,LSAS_B,,leb.31,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
261,18,,survey-multi-choice,373629.0,0.0-4.0,,77492.0,,Occasionally,,LSAS_B,,leb.32,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
262,18,,survey-multi-choice,373629.0,0.0-4.0,,77492.0,,Usually,,LSAS_B,,leb.35,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
263,18,,survey-multi-choice,373629.0,0.0-4.0,,77492.0,,Usually,,LSAS_B,,leb.39,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
264,18,,survey-multi-choice,373629.0,0.0-4.0,,77492.0,,Often,,LSAS_B,,leb.40,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
265,18,,survey-multi-choice,373629.0,0.0-4.0,,77492.0,,Usually,,LSAS_B,,leb.45,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
266,18,,survey-multi-choice,373629.0,0.0-4.0,,77492.0,,Often,,LSAS_B,,leb.46,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
267,18,,survey-multi-choice,373629.0,0.0-4.0,,77492.0,,Never,,LSAS_B,,leb.48,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
268,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,Moderately,,STICSA_S,,sticsa_s.1,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
269,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,A little,,STICSA_S,,sticsa_s.2,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
270,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,A little,,STICSA_S,,sticsa_s.3,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
271,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,Not at all,,STICSA_S,,sticsa_s.4,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
272,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,A little,,STICSA_S,,sticsa_s.5,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
273,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,Not at all,,STICSA_S,,sticsa_s.6,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
274,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,A little,,STICSA_S,,sticsa_s.7,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
275,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,Not at all,,STICSA_S,,sticsa_s.8,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
276,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,A little,,STICSA_S,,sticsa_s.9,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
277,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,Not at all,,STICSA_S,,sticsa_s.10,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
278,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,A little,,STICSA_S,,sticsa_s.11,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
279,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,Moderately,,STICSA_S,,sticsa_s.12,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
280,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,A little,,STICSA_S,,sticsa_s.13,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
281,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,Moderately,,STICSA_S,,sticsa_s.14,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
282,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,A little,,STICSA_S,,sticsa_s.15,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
283,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,A little,,STICSA_S,,sticsa_s.16,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
284,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,Not at all,,STICSA_S,,sticsa_s.17,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
285,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,Very much so,,STICSA_S,,sticsa_s.18,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
286,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,Moderately,,STICSA_S,,sticsa_s.19,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
287,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,Not at all,,STICSA_S,,sticsa_s.20,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
288,19,,survey-multi-choice,564126.0,0.0-5.0,,189359.0,,A little,,STICSA_S,,sticsa_s.21,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
289,20,,survey-multi-choice,588346.0,0.0-6.0,,23207.0,,2-3 times a week,,AUDIT,,alcohol.1,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
290,21,,survey-multi-choice,630929.0,0.0-7.0,,41535.0,,A lot,,AES,,apathy.2,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
291,21,,survey-multi-choice,630929.0,0.0-7.0,,41535.0,,Somewhat,,AES,,apathy.7,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
292,21,,survey-multi-choice,630929.0,0.0-7.0,,41535.0,,A lot,,AES,,apathy.17,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
293,21,,survey-multi-choice,630929.0,0.0-7.0,,41535.0,,Somewhat,,AES,,apathy.18,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
294,22,,survey-multi-choice,685323.0,0.0-8.0,,53351.0,,Sometimes,,EAT,,eat.1,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
295,22,,survey-multi-choice,685323.0,0.0-8.0,,53351.0,,Always,,EAT,,eat.11,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
296,22,,survey-multi-choice,685323.0,0.0-8.0,,53351.0,,Usually,,EAT,,eat.12,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
297,22,,survey-multi-choice,685323.0,0.0-8.0,,53351.0,,Rarely,,EAT,,eat.14,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
298,23,,survey-multi-choice,807811.0,0.0-9.0,,121363.0,,Entirely characteristic of me,,IUS_12,,ius.1,,,,,,5.0,,,,,,,,,1888,,QuestPilot1,,
299,23,,survey-multi-choice,807811.0,0.0-9.0,,121363.0,,Somewhat characteristic of me,,IUS_12,,ius.2,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
300,23,,survey-multi-choice,807811.0,0.0-9.0,,121363.0,,A little characteristic of me,,IUS_12,,ius.3,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
301,23,,survey-multi-choice,807811.0,0.0-9.0,,121363.0,,Entirely characteristic of me,,IUS_12,,ius.4,,,,,,5.0,,,,,,,,,1888,,QuestPilot1,,
302,23,,survey-multi-choice,807811.0,0.0-9.0,,121363.0,,A little characteristic of me,,IUS_12,,ius.5,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
303,23,,survey-multi-choice,807811.0,0.0-9.0,,121363.0,,Not at all characteristic of me,,IUS_12,,ius.6,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
304,23,,survey-multi-choice,807811.0,0.0-9.0,,121363.0,,A little characteristic of me,,IUS_12,,ius.7,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
305,23,,survey-multi-choice,807811.0,0.0-9.0,,121363.0,,Entirely characteristic of me,,IUS_12,,ius.8,,,,,,5.0,,,,,,,,,1888,,QuestPilot1,,
306,23,,survey-multi-choice,807811.0,0.0-9.0,,121363.0,,Somewhat characteristic of me,,IUS_12,,ius.9,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
307,23,,survey-multi-choice,807811.0,0.0-9.0,,121363.0,,Very characteristic of me,,IUS_12,,ius.10,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
308,23,,survey-multi-choice,807811.0,0.0-9.0,,121363.0,,Entirely characteristic of me,,IUS_12,,ius.11,,,,,,5.0,,,,,,,,,1888,,QuestPilot1,,
309,23,,survey-multi-choice,807811.0,0.0-9.0,,121363.0,,Entirely characteristic of me,,IUS_12,,ius.12,,,,,,5.0,,,,,,,,,1888,,QuestPilot1,,
310,24,,survey-multi-choice,913172.0,0.0-10.0,,104248.0,,Almost always,,STAI,,anxiety.1,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
311,24,,survey-multi-choice,913172.0,0.0-10.0,,104248.0,,Often,,STAI,,anxiety.3,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
312,24,,survey-multi-choice,913172.0,0.0-10.0,,104248.0,,Sometimes,,STAI,,anxiety.5,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
313,24,,survey-multi-choice,913172.0,0.0-10.0,,104248.0,,Sometimes,,STAI,,anxiety.8,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
314,24,,survey-multi-choice,913172.0,0.0-10.0,,104248.0,,Sometimes,,STAI,,anxiety.9,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
315,24,,survey-multi-choice,913172.0,0.0-10.0,,104248.0,,Almost always,,STAI,,anxiety.10,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
316,24,,survey-multi-choice,913172.0,0.0-10.0,,104248.0,,Almost never,,STAI,,anxiety.12,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
317,24,,survey-multi-choice,913172.0,0.0-10.0,,104248.0,,Almost always,,STAI,,anxiety.13,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
318,24,,survey-multi-choice,913172.0,0.0-10.0,,104248.0,,Often,,STAI,,anxiety.16,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
319,24,,survey-multi-choice,913172.0,0.0-10.0,,104248.0,,Almost always,,STAI,,anxiety.19,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
320,24,,survey-multi-choice,913172.0,0.0-10.0,,104248.0,,Sometimes,,STAI,,anxiety.20,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
321,25,,survey-multi-choice,994181.0,0.0-11.0,,79930.0,,Almost always/Always,,BIS,,bis.1,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
322,25,,survey-multi-choice,994181.0,0.0-11.0,,79930.0,,Often,,BIS,,bis.6,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
323,25,,survey-multi-choice,994181.0,0.0-11.0,,79930.0,,Almost always/Always,,BIS,,bis.9,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
324,25,,survey-multi-choice,994181.0,0.0-11.0,,79930.0,,Almost always/Always,,BIS,,bis.13,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
325,25,,survey-multi-choice,994181.0,0.0-11.0,,79930.0,,Occasionally,,BIS,,bis.14,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
326,25,,survey-multi-choice,994181.0,0.0-11.0,,79930.0,,Almost always/Always,,BIS,,bis.15,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
327,25,,survey-multi-choice,994181.0,0.0-11.0,,79930.0,,Occasionally,,BIS,,bis.17,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
328,25,,survey-multi-choice,994181.0,0.0-11.0,,79930.0,,Almost always/Always,,BIS,,bis.20,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
329,25,,survey-multi-choice,994181.0,0.0-11.0,,79930.0,,Often,,BIS,,bis.22,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
330,25,,survey-multi-choice,994181.0,0.0-11.0,,79930.0,,Occasionally,,BIS,,bis.25,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
331,25,,survey-multi-choice,994181.0,0.0-11.0,,79930.0,,Almost always/Always,,BIS,,bis.26,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
332,26,,survey-multi-choice,1050285.0,0.0-12.0,,55051.0,,Most of the time,,Zhung,,zung.11,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
333,26,,survey-multi-choice,1050285.0,0.0-12.0,,55051.0,,Most of the time,,Zhung,,zung.12,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
334,26,,survey-multi-choice,1050285.0,0.0-12.0,,55051.0,,A little of the time,,Zhung,,zung.13,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
335,26,,survey-multi-choice,1050285.0,0.0-12.0,,55051.0,,Most of the time,,Zhung,,zung.14,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
336,26,,survey-multi-choice,1050285.0,0.0-12.0,,55051.0,,Most of the time,,Zhung,,zung.16,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
337,26,,survey-multi-choice,1050285.0,0.0-12.0,,55051.0,,Most of the time,,Zhung,,zung.17,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
338,26,,survey-multi-choice,1050285.0,0.0-12.0,,55051.0,,Most of the time,,Zhung,,zung.18,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
339,26,,survey-multi-choice,1050285.0,0.0-12.0,,55051.0,,Most of the time,,Zhung,,zung.20,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
340,27,,survey-multi-choice,1167821.0,0.0-13.0,,116384.0,,Extremely,,OCIR,,ocir.1,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
341,27,,survey-multi-choice,1167821.0,0.0-13.0,,116384.0,,Extremely,,OCIR,,ocir.2,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
342,27,,survey-multi-choice,1167821.0,0.0-13.0,,116384.0,,Moderately,,OCIR,,ocir.4,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
343,27,,survey-multi-choice,1167821.0,0.0-13.0,,116384.0,,A little,,OCIR,,ocir.6,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
344,27,,survey-multi-choice,1167821.0,0.0-13.0,,116384.0,,A lot,,OCIR,,ocir.7,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
345,27,,survey-multi-choice,1167821.0,0.0-13.0,,116384.0,,Extremely,,OCIR,,ocir.9,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
346,27,,survey-multi-choice,1167821.0,0.0-13.0,,116384.0,,Extremely,,OCIR,,ocir.11,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
347,27,,survey-multi-choice,1167821.0,0.0-13.0,,116384.0,,Moderately,,OCIR,,ocir.12,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
348,27,,survey-multi-choice,1167821.0,0.0-13.0,,116384.0,,A lot,,OCIR,,ocir.13,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
349,27,,survey-multi-choice,1167821.0,0.0-13.0,,116384.0,,Moderately,,OCIR,,ocir.16,,,,,,2.0,,,,,,,,,1888,,QuestPilot1,,
350,27,,survey-multi-choice,1167821.0,0.0-13.0,,116384.0,,A little,,OCIR,,ocir.18,,,,,,1.0,,,,,,,,,1888,,QuestPilot1,,
351,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,smaller reward today,,MCQ,,mcq.1,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
352,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.2,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
353,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,smaller reward today,,MCQ,,mcq.3,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
354,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.4,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
355,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.5,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
356,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,smaller reward today,,MCQ,,mcq.6,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
357,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.7,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
358,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,smaller reward today,,MCQ,,mcq.8,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
359,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,smaller reward today,,MCQ,,mcq.9,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
360,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.10,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
361,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,smaller reward today,,MCQ,,mcq.11,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
362,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.12,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
363,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,smaller reward today,,MCQ,,mcq.13,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
364,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.14,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
365,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.15,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
366,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,smaller reward today,,MCQ,,mcq.16,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
367,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.17,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
368,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,smaller reward today,,MCQ,,mcq.18,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
369,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.19,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
370,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,smaller reward today,,MCQ,,mcq.20,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
371,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.21,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
372,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,smaller reward today,,MCQ,,mcq.22,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
373,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.23,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
374,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,smaller reward today,,MCQ,,mcq.24,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
375,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.25,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
376,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,smaller reward today,,MCQ,,mcq.26,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
377,28,,survey-multi-choice,1311186.0,0.0-14.0,,142124.0,,larger reward in the specified number of days,,MCQ,,mcq.27,,,,,,0.0,,,,,,,,,1888,,QuestPilot1,,
378,29,,survey-multi-choice,1443941.0,0.0-15.0,,131626.0,,Uncertain,,CFC,,cfc.1,,,,,,3.0,,,,,,,,,1888,,QuestPilot1,,
379,29,,survey-multi-choice,1443941.0,0.0-15.0,,131626.0,,Somewhat characteristic,,CFC,,cfc.2,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
380,29,,survey-multi-choice,1443941.0,0.0-15.0,,131626.0,,Extremely characteristic,,CFC,,cfc.3,,,,,,5.0,,,,,,,,,1888,,QuestPilot1,,
381,29,,survey-multi-choice,1443941.0,0.0-15.0,,131626.0,,Somewhat characteristic,,CFC,,cfc.4,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
382,29,,survey-multi-choice,1443941.0,0.0-15.0,,131626.0,,Extremely characteristic,,CFC,,cfc.5,,,,,,5.0,,,,,,,,,1888,,QuestPilot1,,
383,29,,survey-multi-choice,1443941.0,0.0-15.0,,131626.0,,Somewhat characteristic,,CFC,,cfc.6,,,,,,4.0,,,,,,,,,1888,,QuestPilot1,,
384,29,,survey-multi-choice,1443941.0,0.0-15.0,,131626.0,,Extremely characteristic,,CFC,,cfc.7,,,,,,5.0,,,,,,,,,1888,,QuestPilot1,,
